Cognitive Distortion,Generated Story,Generative Model,Gemini Consistency,Gemini Accuracy,Gemini Fluency,Gpt Consistency,Gpt Accuracy,Gpt Fluency
긍정 축소화,"[여자/18세]
---
학교 생활이 너무 힘들어서 전학가고 싶어요. 교사 분들의 긍정적인 말씀도 그냥 예의상 그런 거라고 생각되네요. 완벽해야 한다는 부담감에 무력감만 느껴요. 이대로 계속 버티기가 힘들어요.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/16세]
---
친구들이 연말쇼핑을 즐기는데, 나는 그게 별로 중요하지 않다고 생각해. 엄마가 선물을 사겠다고 했지만, 그냥 집에 있는 게 더 좋은 것 같아.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/17세]
---
입시 준비로 바쁜 와중에 갑자기 외할머니가 집에 와서 생활하고 계시다. 엄마는 집안일을 도와주셔서 편하다고 좋아하시지만, 나에게는 너무 불편하고 스트레스만 쌓인다. 내 의견을 전혀 묻지 않으셔서 화가 난다.",Claude,3,2,3,3,2,2
긍정 축소화,"[여자/15세]
---
친구들과 문을 열어 학교 강당에 들어갔지만, 처벌로 교내에서 피켓 시위를 했어요. 그래도 학폭으로 봉사활동을 한 게 더 큰 문제라고 생각해서 앞으로 좋은 일은 무시될 거라 걱정돼요.",Claude,2,2,2,2,2,2
긍정 축소화,"[여자/17세]
---
매일 아침 그 남자애가 지나가는 것을 보는데, 그저 인사 정도나 할까 하는 마음이 드네요. 하지만 그럴 리가 없겠죠. 나에게 관심이 없을 거야. 그냥 평범한 내게 관심을 가질 리가 없어.",Claude,2,2,2,2,2,3
긍정 축소화,"[여자/16세]
---
옆집에서 온 친구가 갑자기 나를 찾아와 대화를 나눴어. 나를 무시했던 그 친구가 왜 이제야 내게 다가오는 걸까? 분명 평소에는 나를 피했는데. 이렇게 되면 우리가 예전처럼 돌아갈 수 있을지 의문이 들어.",Claude,2,2,3,3,2,3
긍정 축소화,"[여자/17세]
---
이번 학기 요리 실습에서 선생님께 좋은 평가를 받았지만, 그냥 동정어린 말씀이셨을 뿐이야. 앞으로도 계속 실패할 거라고 생각하니 앞날이 캄캄하다.",Claude,2,2,3,2,2,2
긍정 축소화,"[여자/15세]
---
선생님께서 말씀해주신 과학 전공 관련 직업들이 있지만, 과연 내가 잘할 수 있을지 의문이 듭니다. 수학을 잘하는 편이지만 과학은 약한 편이라 좋은 결과를 내기는 어려울 것 같습니다.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/17세]
---
다른 친구들도 문과를 선택했지만, 나는 별로 자신이 없어요. 교수님이 잘하는 분야로 가라고 하셨지만, 문과는 다들 잘해서 경쟁이 치열할 것 같아 걱정이 됩니다. 이과가 좋은데 수학이 너무 어려워 선택하기 힘들어요.",Claude,2,2,3,3,2,2
긍정 축소화,"[여자/16] 
---
선생님들이 자퇴를 허락하지 않아 너무 답답해요. 내 친구는 우울증이 심각한데 괜찮을 거라고 말씀하시네요. 이래저래 제가 겪은 고난을 인정해주지 않아 화가 납니다.",Claude,2,2,2,2,2,2
긍정 축소화,"[여자/15세]
---
내가 시나리오 작가가 되고 싶어 열심히 노력하고 있지만, 부모님은 허락하지 않으신다. 서울에 있는 방송고등학교에 가고 싶지만, 너무 거리가 멀고 교통편이 부족하다며 거절하셨다. 내 꿈은 이루어지지 않을 것 같아 걱정이다.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/18세]
---
막간에 친구들이 내 발표 잘했다고 말씀하셨지만, 그냥 예의상 그런 거겠죠. 실제로는 내가 많이 부족했을 거예요. 첫 학년을 무사히 마무리했다는 사실에 기쁘지만, 앞으로 더 열심히 해야겠어요.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/15세]
---
웹툰을 혼자 그리며 열심히 연습하고 있지만, 괜찮은 작품이라고 생각되지 않아 실망스럽다. 아직 뚜렷한 그림체와 스토리가 없어 계속 포기하고 싶어지는데, 여기까지 온 것도 대단하다고 생각하지 못하겠다.",Claude,2,2,3,2,2,2
긍정 축소화,"[여자/17세]
---
오빠와 데이트를 했지만, 여전히 만족스럽지 않아. 내가 계속 사귀자고 해서 오빠와 멀어졌어. 잠시 쉬어가면서 관계를 회복하고 싶지만, 쉽지 않은 듯해.",Claude,2,2,2,2,2,2
긍정 축소화,"[여자/16세]
---
회음부가 까매지고 크기도 달라서 걱정이에요. 의사 선생님이 괜찮다고 하셨지만, 그냥 병원에 갈 용기가 나질 않네요. 이런 건 괜찮다고 하지만 정말 괜찮을까요?",Claude,2,2,2,2,2,2
긍정 축소화,"[여자/16세]
---
엄마와 별거 중인 아빠댁에서 임시로 살아야 할 처지라니 너무 힘들어. 경기도와 서울을 오가는 것도 버거운데, 다시 전학까지 가야 한다니 정말 저에게 닥친 재앙이겠죠. 선생님이 위안을 주셔도 제 문제를 해결해 주시는 건 아닙니다.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/17세]
---
심리상담사가 되고 싶지만, 대학원까지 나와야 한다니 너무 어려워 보여요. 그냥 심리학과만 졸업해도 어떤 일을 할 수 있을까 걱정됩니다. 전문가가 되기에는 아직 멀게만 느껴집니다.",Claude,3,2,3,3,2,3
긍정 축소화,"[여자/17세]
---
이 학기 성적이 조금 떨어졌지만, 선생님이 격려해주셨다. 하지만 집안 형편이 어려워지면서 학원을 그만둬야 해. 혼자서도 열심히 공부하겠지만, 점수가 계속 내려갈까 봐 걱정이야.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/18세]
---
천안에 있는 좋은 학교에 다니고 있지만, 스트레스 때문에 일반고로 전학갈까 생각 중이야. 그나마 수업은 괜찮은 편이지만 내 노력은 전혀 인정받지 못하는 것 같아 실망스러워.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/18세]
---
친구들이 내 노력을 인정해 주더라도, 그건 단순한 예의상 그런 말일 뿐이야. 내가 이번 프로젝트에서 실수한 부분이 너무 많아 사실 실패한 거나 마찬가지라고 생각해.",Claude,1,2,3,2,2,3
긍정 축소화,"[여자/17세]
---
요즘 학교 생활이 너무 힘들어요. 선생님들이 날 칭찬하셨지만, 그건 그냥 예의상 그런 말씀이시겠죠. 친구들도 내 말을 무시하고 관심이 없어 보여요. 나는 완전히 실패자가 된 것 같아요.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/16세]
---
오늘 수학 시험을 잘 치르지 못할 거야. 저번에 긴장해서 실수했는데, 이번에도 똑같이 되겠지. 선생님이 잘했다고 하셨지만 그냥 말씀하시는 것 같아. 나는 결국 다 틀릴 거야.",Claude,2,2,2,2,2,3
긍정 축소화,"[여자/17세]
---
그래도 한 두 마디 위로해줄 수 있었을 텐데, 내가 너무 겁먹어서 정작 도움이 되지 못했어. 친구가 힘들어하는데 내가 어떻게 해야 할지 모르겠어. 내가 부족한 게 분명한데 그냥 아무 말도 못했어.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/17세]
--- 
이비인후과에서 의사가 괜찮다고 했지만, 여전히 숨쉬기가 힘들어요. 약을 먹어도 소용이 없네요. 숲에 가도 통증이 있으니 아무래도 내 병이 더 심각한 것 같아요. 정말 걱정되네요.",Claude,2,2,2,3,2,3
긍정 축소화,"[여자/16세]
---
전학을 고려했는데 어려울 거라고만 생각했어. 같은 인문계로 가는데도 방법이 없다니 정말 좌절되네. 이렇게 될 줄 몰랐는데 아무래도 내가 부족한 게 분명해.",Claude,2,2,2,2,2,3
긍정 축소화,"[여자/18세]
---
썸을 타던 친구의 전 여자친구라니, 너무 좋은 상황이 아니야. 친구한테 사실을 말하면 실망할 거야. 어쨌든 우리는 그냥 친구로 지내는 게 좋을 것 같아.",Claude,2,2,3,2,2,2
긍정 축소화,"[여자/17세]
---
내일이 새학기 첫날이네요. 선생님께서 칭찬해 주셔도 실제로는 그저 예의상 그런 말씀이셨을 거예요. 첫인상 관리에 실패하면 다른 학생들에게도 좋지 않은 이미지를 줄 수 있을 거라고 생각합니다.",Claude,2,2,2,2,2,3
긍정 축소화,"[여자/16세]
---
시험에서 좋은 성적을 받았지만, 그저 운이 좋았을 뿐이라고 생각했습니다. 친구들이 격려해줘도 내가 실제로 잘한 것은 아니라고 믿었죠. 앞으로도 계속 실패할 거라 단정 지었습니다.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/16세]
---
이 오빠와 자주 카톡하며 지냈지만, 그건 그저 예의상 그런 것일 뿐이야. 다른 친구들보다 특별한 관계는 아닌 것 같아. 결국 멀어지겠지, 이 오빠도 나를 그냥 평범한 후배 정도로만 생각할 거야.",Claude,2,2,3,2,3,3
긍정 축소화,"[여자/17세]
---
친구들이 제 실력을 칭찬했지만, 그냥 부담스러운 말일 뿐이겠지. 저는 여전히 실수를 많이 하는 보통 학생일 뿐이라고 생각해요. 이런 식으로 계속 실패할 거라고 단정 지어 버리네요.",Claude,1,2,3,2,2,3
긍정 축소화,"[여자/15세]
---
크리스마스에 집에서 가족들과 영화를 보지 못했어요. 집 장식도 별로 못했고, 길거리 구경도 힘들었죠. 그냥 집에 와서 간단히 먹고 보고 싶던 영화도 못봤어요. 크리스마스를 제대로 보내지 못한 것 같아요.",Claude,2,2,2,2,2,2
긍정 축소화,"[여자/15세]
---
옷 쇼핑이 정말 좋아요. 하지만 제 실력으로 그저 평범한 점원이나 될 뿐 쇼핑몰 사장이 되기는 어려울 거예요. 그냥 제 작은 재능으로 친구들 옷을 코디해주는 것이 최선일 거 같아요.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/15세]
---
새로운 관심사가 생겨 천문학자나 운동선수가 되고 싶지만, 평소에도 꿈이 바뀌었던 내 모습을 보면 영영 실현될 리 없어 보이네. 엄마도 내 재능을 믿지 않으시겠지.",Claude,2,2,2,2,2,2
긍정 축소화,"[여자/17세]
---
내신 2.8등급을 유지하고 있지만, 수학 선생님이 되고 싶은 꿈은 너무 크게 보인다. 수학교육학과 입학은 이루기 어려운 목표일 뿐이다.",Claude,2,2,3,2,2,2
긍정 축소화,"[여자/14세]
---
복습 준비를 하면서도 실수할까 봐 걱정돼. 선생님께서 잘했다고 말씀해주셨지만, 그냥 그렇게 말씀하신 것일 뿐 내가 정말 잘한 건 아닌 것 같아.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/15세]
--- 
친구들이 나의 손톱 관리에 대해 칭찬해주었지만, 그것은 그저 좋은 척하는 거겠지. 내가 손가락 마디를 꺾는 습관 때문에 항상 손은 징그럽게 생긴 채로 있을 뿐이다.",Claude,2,2,3,2,3,3
긍정 축소화,"[여자/17세]
---
어제 선배가 내 발표 잘했다고 말했지만, 그냥 예의상 그런 말인 거 같아. 선배가 진심으로 나를 높게 평가하진 않을 거야. 나는 여전히 실력이 부족하다고 생각해.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/17세]
---
아직 고등학교에 적응하지 못했어요. 전학을 가고 싶지만 주변 사람들이 힘들다고 하네요. 선생님들이 저를 칭찬하셨지만 그냥 겉치레일 뿐이라고 생각해요. 이런 상황에서 공부에 집중할 수 있을지 모르겠어요.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/15세]
---
학교 생활이 재미없어 자퇴하고 싶어요. 친구들도 없고 공부도 따분해요. 선생님들도 관심 없어 보이네요. 몇 번 좋은 점을 생각해봤지만 보탬이 되지 않아요. 그냥 이대로 자퇴하는게 나을 것 같아요.",Claude,2,2,3,3,2,3
긍정 축소화,"[여자/15세]
---
학급 발표에서 선생님께 칭찬을 받았지만, 그건 그냥 예의상 하신 말씀일 뿐이라고 생각했어요. 성적도 중상위권이지만, 앞으로도 계속 유지할 수 있을지 걱정됩니다.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/15세]
---
이 남자가 나를 좋아할 리는 없어. 내가 고백해도 거절당할 거야. 그냥 좋아하는 감정만 숨기고 견딜 수밖에 없어.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/15세]
---
새로 전학 온 학교가 마음에 들지 않아요. 선생님의 격려와 친구들의 축하에도 불구하고, 이전 학교가 훨씬 좋았다고 생각해요. 하지만 부모님께서는 이런 내 마음을 이해하지 못하시네요.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/16세]
---
친구와 오랜만에 화해했지만, 여전히 서먹합니다. 화해의 기쁨보다는 회피하고 싶은 마음이 더 큰 거 같아요. 긍정적인 변화는 일시적일 뿐이라고 생각해요.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/16세]
---
친구들이 내 성향을 이해하지 못하고 비웃어요. 그들은 내가 남자처럼 행동한다며 놀려요. 하지만 그들이 말한 것처럼 나는 결국 실패한 여자일 뿐이라고 생각해요.",Claude,2,2,2,2,2,2
긍정 축소화,"[여자/16세]
---
짝사랑하던 그 친구가 같은 반이 되었지만, 여전히 저에게 말을 걸어주는 걸 보면 그저 의례적인 것일 뿐이라고 생각해요. 아무래도 저는 말수가 적어서 친해지기 어려워요. 이렇게 계속되면 우리는 영원히 친구가 될 수 없을 것 같아요.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/15세]
---
검사 결과 여드름이 많이 있다고 하더니, 별로 심하지 않아 보였는데. 내가 너무 걱정한 것 같아. 피부과 가는 것도 부담스러운데, 그냥 기름진 음식 좀 줄이면 괜찮을 거야.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/16세]
---
교육청에 전화해 해결책을 찾으려 했지만, 어떻게 해야 할지 모르겠어서 포기했어. 친구들이 도와줄 것 같지도 않고, 혼자서는 해결하기 힘들 것 같아. 잘했다는 말들은 그냥 형식적인 거라고 생각해.",Claude,2,2,3,2,2,3
긍정 축소화,"[여자/15세]
---
선생님이 날 학교장추천 전학 대상이라고 하셨어. 하지만 다른 애들은 학교장추천 전학이 우등생만 가능하다고 하더라. 내가 학교 부적응자로 보이는 건가? 아닌 것 같은데, 정확히 알 수는 없네.",Claude,2,2,3,3,2,3
긍정 축소화,"[여자/17세]
---
미술에 재능이 있다고 들었지만, 막상 배우다 보니 힘들어요. 포기해야 할까요? 하지만 이대로 그만둔다면 후회할 것 같아요. 앞으로 어떻게 해야 할지 모르겠어요.",Claude,2,2,3,3,2,3
긍정 축소화,"[여자/16세]
---
오늘 선생님께서 '잘했다'고 말씀하셨지만, 그냥 예의상 그런 거겠지. 뭔가 실수했을 텐데, 선생님이 그런 말씀을 하신 거야. 난 여전히 실력이 부족하다고 생각해.",Claude,1,2,3,2,2,3
긍정 축소화,"[여자/16세]
---
이 시험에서 상위권 했지만, 교수님이 그냥 예의상 칭찬한 것 같아. 내가 정말 잘 한 건 아니야. 저번에도 그랬듯이 앞으로도 좋은 성적은 없을 거야.",Claude,1,2,3,2,2,3
긍정 축소화,"[여자/17세]
---
좋은 점수를 받았지만, 선생님께서 별로 좋아하시지 않은 것 같아요. 친구들도 나를 이해하지 못하는 것 같아 혼자 힘든 시간을 보내고 있습니다. 앞으로 학업 성적이 더 나빠질 거라고 생각합니다.",Claude,1,2,3,2,2,3
긍정 축소화,"[여자/15세]
---
내가 열심히 공부해서 좋은 성적을 받았는데, 부모님은 그저 당연한 것처럼 반응하셨어. 내게 큰 의미가 있었는데 가치를 인정받지 못한 것 같아 기분이 좋지 않네.",Claude,1,2,3,2,2,3
긍정 축소화,"[여자/16세]
---
친구들이 나를 칭찬했지만, 그건 그냥 예의상 그런 말이겠지. 나는 여전히 완벽하지 않고 부족한 점이 많아. 아무도 나를 알아주지 않는 것 같아 슬프다.",Claude,2,2,3,2,2,3
