Cognitive Distortion,Generated Story,Generative Model,Claude Consistency,Claude Accuracy,Claude Fluency,Gpt Consistency,Gpt Accuracy,Gpt Fluency
부정적 편향,"[여자/16]
---
어제 학교에서, 쌤이 내 그림 실력 칭찬했지만,  솔직히 빈말 같았어.  다른 애들 그림은 진짜 멋진데, 난…  내 그림 따위, 아무도 관심 없을 거야.  대회 나가도 떨어질 게 뻔해.  그냥 내가 부족한 거지.
",GEMINI,2,3,3,3,3,3
부정적 편향,"[여자/17]
---
체중계 숫자에 좌절했다.  열심히 운동했는데, 배는 더 나와 보인다.  친구들은 날씬한데, 난 왜 이럴까?  고3 되면 더 찔 거라는 생각에,  포기하고 싶다.  아무리 노력해도 소용없는 것 같아.
",GEMINI,3,3,2,3,3,3
과잉 일반화,"[여자/15]
---
시험 점수가 또 망쳤다. 역시 나는 공부에는 소질이 없어.  친구들도 다 잘하는데 나만…  결국 나는 아무것도 잘하는 게 없다는 뜻이겠지.  전교 1등 애는 노력하는 모습도 보였지만 나는… 그냥 답이 없어.  다 포기해야겠다.
",GEMINI,2,3,2,2,3,2
'해야 한다' 진술,"[여자/18]
---
도서관에서 공부해야 하는데, 자꾸만 핸드폰만 보고 있다.  내일 시험인데,  이렇게 하면 안 된다는 걸 알지만,  멈출 수가 없다.  결국 밤새 공부해야 할 거야.  망했어.  나는 왜 이렇게 게으르지?  다른 애들은 잘 할 텐데.
",GEMINI,2,2,2,2,3,3
성급한 판단,"[여자/17세]
---
걔가 내 쪽으로 눈길도 안 주고 지나갔어.  내가 먼저 인사했는데.  아마 내가 싫은 거겠지.  다시는 말 안 걸어야겠어.  친구도 안 될 거 같고,  솔직히 걔랑은 끝인가 봐.  내가 뭘 잘못한 걸까?
",GEMINI,2,2,3,3,3,3
감정적 추론,"[여자/17세]
---
수업 중 갑자기 기분이 가라앉았다.  내 탓이겠지.  웃는 얼굴로 얘기했지만,  친구들이 내 이야기를 듣지 않는 것 같았다.  다시는 말을 걸지 말아야겠다.  내가 괜히 힘들게 하는 것 같아.  결국 혼자 점심 먹게 될 거야.
",GEMINI,3,3,2,3,3,3
개인화,"[여자/15]
---
점심시간, 친구 수지는 나랑 얘기하는 걸 싫어하는 것 같았다.  내가 먼저 말을 걸면 짜증을 내고, 다른 친구와는 웃으면서 이야기하더라.  내가 부족해서 그런 걸까?  다시는 말 걸지 말아야겠다. 친구가 없다는 게 너무 슬프다.
",GEMINI,2,3,2,3,3,3
과잉 일반화,"[여자/16세]
---
고등학교 입시 결과가 발표났다.  내 성적으론 원하는 학교는 턱없이 부족하고, 다른 곳을 가도 힘들 거 같다.  어디를 가든 힘들 테니, 아예 포기하는 게 나을까?  결과가 어떻든 후회할 것 같아.  모든 게 다 망한 것 같다.
",GEMINI,2,3,2,2,3,3
흑백 사고,"[여자/17]
---
고3인데,  모든 게 엉망이야.  성적도 안 나오고, 친구들과도 어울리지 못해.  재수는 절대 못 해.  그럼 대학은 포기해야겠지.  인생 망했어.  아무것도 잘하는 게 없어.  차라리…  죽고 싶어.
",GEMINI,2,3,2,2,3,2
낙인찍기,"[여자/18]
---
내신 4등급, 난 쓰레기야.  수시도 정시도 답 없어.  친구들은 다 서울대, 연대 목표인데…  나는 인서울도 힘들어.  이번 시험도 망쳤어.  미래가 없어.  나는 실패할 거야.
",GEMINI,2,2,2,3,3,2
감정적 추론,"[여자/16세]
---
선생님은 내 답변을 무시하는 것 같아.  내가 틀렸다고 생각하는 걸까?  아니면 그냥 나를 무시하는 걸까?  내 대답이 부족해서 그런 건지, 아니면 아예 내 말을 듣지도 않으려는 건지 모르겠어.  모두 나를 싫어하는 것 같아.
",GEMINI,2,2,2,2,3,3
과잉 일반화,"[여자/17]
---
수현이가 또 나랑 얘기 안 해.  내가 실수한 것도 아닌데,  다들 나랑 안 친해질 거 같아.  내가 뭘 잘못한 건지 모르겠어.  아무도 날 좋아하지 않아.  이번에도 친구 없이 혼자 점심 먹겠지.  다 내 잘못이야.
",GEMINI,2,3,2,3,3,3
낙인찍기,"[여자/16세]
---
엄마는 또 아빠 얘기를 시작했다.  한숨이 절로 나온다.  항상 똑같은 이야기,  듣기 싫은 말들만 늘어놓는다.  나는 또 밥만 먹고 방으로 들어왔다.  내가 왜 이렇게 됐을까.  모두 내 탓인가.  행복은 없을 거야.  아마도.
",GEMINI,3,3,3,3,3,3
개인화,"[여자/17]
---
점심시간, A가 B와 웃으며 이야기하는 모습을 보았다.  내가 먼저 다가가지 않은 게 잘못인 걸까?  A는 내가 B에게 괴롭힘 당하는 걸 알면서도,  B 편을 드는 건 아닐까?  모두 나를 싫어하는 것 같아.  혼자인 것 같아서 두려워.
",GEMINI,2,2,2,3,3,3
과잉 일반화,"[남자/18]
---
시험 성적이 망쳤다.  내 성적이 이 모양이니 대학은 당연히 떨어질 거다.  친구들은 다 좋은 대학 갈 텐데, 나만 뒤처질 거야.  아무도 나를 좋아하지 않을 거고, 혼자가 될 거라는 생각에 숨이 막힌다.  모두 나를 비웃을 거야.
",GEMINI,2,2,2,3,3,3
확대와 축소,"[여자/17]
---
시험 성적표를 받았다. 80점.  잘 본 건가? 아니, 20점이나 틀렸잖아.  다음 시험은 망칠 거야.  내 성적으론 좋은 대학은 꿈도 못 꿀 거고,  결국 실패한 인생이겠지.  모든 게 끝장일 거야.
",GEMINI,2,2,2,2,3,3
확대와 축소,"[남자/18]
---
엄마의 잔소리 때문에 독서실에도 집중이 안 돼.  하루 종일 엄마 말만 맴돌아.  결국 공부는 하나도 못 하고, 며칠째 망쳤다는 생각뿐이야.  내 인생은 끝장났어.  내가 뭘 잘못했는지도 모르겠고.
",GEMINI,2,3,2,3,3,3
과잉 일반화,"[남자/14세]
---
어제 친구가 내 농담에 안 웃었어.  평소에도 나랑 잘 안 놀려고 하고. 아마 내가 싫은 거겠지.  다른 애들도 나랑 안 친하게 지내는 것 같아.  결국 나 혼자인 거야.  모두 나를 싫어해.
",GEMINI,2,2,2,2,3,3
부정적 편향,"[여자/16세]
---
수업 중 실수로 발표 자료를 떨어뜨렸다.  얼굴이 화끈거렸다.  모두 내 모습만 쳐다보는 것 같았다.  다시는 발표 못 할 것 같아.  내 모습이 너무 초라해.  어떻게든 숨고 싶었다.  결국, 혼자 화장실에 숨어 울었다.  내가 왜 이렇게 못났을까.
",GEMINI,2,3,3,3,3,3
감정적 추론,"[여자/16세]
---
방과 후, 친구들의 웃음소리가 멀게만 들린다.  내가 원하는 대학에 갈 수 있을까?  모두가 잘될 것 같은데 나만 뒤처지는 것 같아.  아무것도 안될 것 같아. 그냥,  포기하고 싶다.  숨 막히는 이 기분, 벗어날 수 없을 것 같아.
",GEMINI,2,3,2,3,3,3
개인화,"[여자/17세]
---
내가 빌려준 펜이 사라졌어.  분명 책상에 두고 왔는데.  다른 애가 가져갔을 거야.  내 물건을 함부로 가져가다니,  정말 배려심 없는 애들이야.  아무도 책임지려 하지 않고,  결국 내 손해만 남았어.  내가 왜 이런 일을 겪어야 하는 거지?
",GEMINI,2,2,3,2,3,3
성급한 판단,"[여자/15세]
---
새 친구 서연이는 처음엔 나랑 잘 맞는 것 같았어.  웃으면서 이야기하고, 숙제도 같이 했지. 근데 어제는 내 얘기를 듣지도 않고 다른 애들이랑 수다를 떨더라.  분명 나 싫어하는 거야.  다시는 안 친해질 거야.
",GEMINI,2,2,3,2,2,3
확대와 축소,"[남자/15]
---
아버지께서 또 잔소리다.  시험 성적이 조금 낮았다고,  앞으로는 아무것도 못할 거라고 하신다.  하나 틀린 문제 때문에 망했다고 생각하시는 걸까.  평소에도 칭찬은 없고 늘 부정적인 말씀만 하시니, 내 노력은 전부 무의미하게 느껴진다.  결국, 나는 아무것도 할 수 없는 사람인가.
",GEMINI,2,3,3,2,3,3
감정적 추론,"[여자/16세]
---
친구 수진이가 내 옷차림을 또 놀렸어.  ""어제 그 옷, 너무 촌스러워!""  괜히 맘 상해.  내가 뭘 잘못했지?  다른 애들도 나 흉볼까?  괜히 학교 가기 싫어졌어.  내 옷이 문제인가? 내가 문제인가?  모두 내 탓인 것 같아.
",GEMINI,3,3,3,3,3,3
성급한 판단,"[여자/15세]
---
점심시간, 혼자 도시락을 먹었다.  소현이랑 지수는 떠들며 웃고 있었다.  내가 먼저 말을 걸면 좋아할까?  아니, 괜히 끼어들었다가 분위기 망치면 어쩌지? 그냥 혼자 먹는 게 나을 것 같다.  다시 한 번 셋이 함께 웃는 모습을 흘긋 보니, 나만 따로 떨어져 있는 것 같았다.  내가 뭔가 잘못한 걸까?
",GEMINI,2,2,3,3,3,3
감정적 추론,"[여자/14세]
---
엄마의 한숨 소리가 밤새도록 들렸다. 아빠의 짜증 섞인 말투가 떠올라 심장이 쿵 내려앉았다. 내가 뭘 더 해줄 수 있었을까.  아무것도 할 수 없다는 무력감에 휩싸였다.  내 잘못은 아닌데, 괜히 내 탓인 것 같아 숨이 막혔다.
",GEMINI,3,3,3,3,3,3
과잉 일반화,"[여자/15]
---
수업이 끝나고, 친구 민지가 나에게 틱틱거렸어.  내가 실수했지만,  민지 표정이 너무 차가웠어.  카톡 프로필 사진도 바뀌었더라.  분명 나 때문일 거야.  다들 나 싫어하는 걸까?  아무도 날 좋아하지 않아.  살고 싶지 않아.
",GEMINI,2,3,2,2,3,2
성급한 판단,"[여자/16세]
---
어제 밤부터 아빠가 연락이 안 돼.  회사 야근이라고 했지만, 핸드폰도 꺼져있고…설마…큰일 난 건 아닐까?  혹시 사고라도 당했을까 무서워.  아빠가 늦는다는 말도 없었어.  분명 무슨 일이 있을 거야.
",GEMINI,3,3,3,3,3,3
확대와 축소,"[남자/17세]
---
겨울방학,  소현이와 스키장에 간다.  설렌다.  하지만 소현이는 다른 애를 좋아하는 것 같다.  내가 잘못 건넨 조언 때문에 소현이는 곤란한 일을 겪었고,  우린 더 이상 친하지 않을지도 몰라.  고백해야 하나?  망칠까 봐 두렵다.  아무것도 안 하는 게 나을까?
",GEMINI,3,3,3,3,3,3
확대와 축소,"[남자/16세]
---
시험까지 일주일.  해야 할 과제는 산더미인데, 벌써부터 숨이 막혀.  하루 종일 게임만 했으니 당연한 결과겠지.  이대로는 절대 안 될 텐데…  결국 망치는 거야.  나는 아무것도 할 수 없어.  망했어.
",GEMINI,2,2,2,2,3,3
부정적 편향,"[여자/15]
---
시험이 끝났지만, 즐겁지 않아. 친구들과 놀아도 재미없고, 집에만 있고 싶어.  고등학교 진학이 두려워.  모든 게 다 쓸모없는 것 같아.  내 미래는 어둡고, 아무것도 잘될 것 같지 않아. 엄마에게 짜증만 내고 후회해.
",GEMINI,3,3,2,3,3,3
성급한 판단,"[남자/15]
---
인천해사고 입학식 날, 낯선 곳에서 혼자 앉아 있었다.  모두 친구들과 떠들썩한데, 나만 덩치 크고 어색해 보이는 걸까? 아무도 말 걸어주지 않을 것 같아.  다들 나를 싫어할 거야.  내가 먼저 다가가도 소용없겠지.
",GEMINI,2,2,2,3,3,3
긍정 축소화,"[여자/14]
---
사진 동아리 활동이 재밌긴 한데, 내 사진 실력이 정말 괜찮은 건지 모르겠어.  상위권 친구들 작품은 너무 멋지고…  내 사진은 그냥 평범해 보여.  결국, 사진작가는 못 될 것 같아.  피아노도 마찬가지고.
",GEMINI,2,3,2,3,3,3
성급한 판단,"[여자/15]
---
친구가 ROTC에 대해 얘기하길래 나도 얘기했더니, 장교는 이사 잦고 경쟁 심하다며 비웃었어.  그 말 듣고  내 꿈도 그냥 포기해야 하나 싶어 짜증났어.  아무리 노력해도 안 될 것 같아.  결국 실패할 거야.
",GEMINI,2,2,2,2,3,2
확대와 축소,"[남자/18]
---
로봇 대회 준비는 엉망이야.  작은 실수 하나에도 모든 게 망칠 것 같아.  밤새 코딩했지만,  결과물은 형편없어.  내 능력은 이게 전부인가 봐.  아무리 노력해도,  결국엔 실패할 거야.  대회 포기해야겠어.
",GEMINI,2,3,2,2,3,3
과잉 일반화,"[여자/14]
---
전학 온 지 한 달.  아무도 나에게 말을 걸지 않아.  점심시간마다 혼자 도시락을 먹고,  수업시간엔 혼자 앉아있어.  다들 나를 싫어하는 것 같아.  내가 뭘 잘못한 걸까?  새 친구를 사귈 수 없을 것 같아.  나만 외톨이야.
",GEMINI,3,3,3,2,3,3
감정적 추론,"[남자/14세]
---
어제, 친구 승민이랑 싸웠다. 내가 실수로 그의 게임기를 망가뜨렸는데,  그냥 나를 싫어하는 것 같다.  계속 쌀쌀맞게 굴고, 아예 말도 안 한다.  내가 잘못했지만,  다시는 안 친하게 지낼 것 같아.  분명 나 때문이다.  내가 싫어서 저러는 거야.
",GEMINI,2,2,3,3,3,3
과잉 일반화,"[여자/16세]
---
수학 시험을 망쳤어.  모든 문제를 틀린 것 같아.  다른 애들은 다 잘 봤겠지.  내가 뭘 해도 안 될 거야.  결국 낙제할 거고, 친구들도 나랑 안 놀아줄 거야.  엄마 아빠도 실망하겠지.  인생 망한 거 같아.
",GEMINI,2,2,2,2,3,3
낙인찍기,"[여자/17]
---
시험 시간, 옆 친구의 시계 초침 소리가 거슬렸다.  내 심장 소리만큼이나 크게 들렸다.  다른 애들은 저렇게 침착하게 풀고 있는데, 나만 왜 이렇게 불안한 걸까?  분명 난 평소에도 예민한 애가 아니었는데….  다들 나를 이상하게 볼까봐, 망칠까봐 두려웠다.  결국 시험지는 빈칸투성이였다.
",GEMINI,3,3,3,3,3,3
확대와 축소,"[여자/15세]
---
친구들이 내 발표 듣고 웃었어.  내가 실수한 건 아닌데, 엄청 망신당한 기분이야.  분명 나만 웃음거리가 된 거 같아.  다음 발표는 절대 못 할 것 같아.  아무도 나랑 이야기 안 할 것 같고, 학교 가는 것도 싫어졌어.
",GEMINI,2,2,2,2,3,3
'해야 한다' 진술,"[여자/17세]
---
방과후, 집에 가는 길.  해야 할 숙제가 산더미인데 발걸음은 무겁다.  그냥 아무것도 하기 싫다.  내일 하면 되겠지, 하는 생각뿐.  피곤하고, 귀찮고, 짜증난다.  결국 숙제는 내일로 미뤄졌다.
",GEMINI,2,3,3,3,3,3
성급한 판단,"[여자/16세]
---
카톡 답장이 없어 불안해졌다.  왠지 모르게 나를 피하는 것 같았다.  점심시간, 친구들의 수군거림이 들렸다.  내 얘기인 것 같았다.  내일 현장학습인데, 혼자 갈 것 같다는 생각에 벌써부터 마음이 무겁다.  다 내 탓인 것 같다.
",GEMINI,3,3,3,3,3,3
과잉 일반화,"[여자/15세]
---
짝꿍이 또 내 험담을 했대.  이젠 아무도 날 믿지 않아.  모두 나를 싫어하는 것 같아.  저번 일처럼 또 따돌림을 당할까 봐 무서워.  내가 뭘 잘못했는지 모르겠어.  결국, 나는 아무에게도 속마음을 털어놓을 수 없어. 모두 다 나를 싫어해.
",GEMINI,3,3,2,2,3,3
성급한 판단,"[여자/17]
---
점심시간, 유진이는 혼자 도시락을 먹었다.  소현이가 다른 테이블 친구들과 웃으며 이야기하는 모습에  마음이 불편했다.  분명 나를 싫어하는 거야.  내가 먼저 말을 걸지 않으면,  소현이는 절대 나에게 말을 걸지 않을 거다.
",GEMINI,2,3,3,3,3,3
과잉 일반화,"[여자/17]
---
한 달째, 같은 반 애들이 나를 무시하는 것 같아.  예전처럼 웃으며 말 걸어주지 않아.  다른 친구들과 어울리는 모습만 보여. 아마 내가 잘못했겠지.  모두 나를 싫어하는 걸까.  다시는 친구를 못 사귈 것 같아.  학교에 가는 게 너무 두려워.  내일도 이럴까 봐 벌써부터 힘들어.
",GEMINI,2,3,3,2,3,3
성급한 판단,"[여자/15세]
---
수현이가 어제 약속을 또 깼어.  내가 먼저 연락했는데, 바쁘다고 했지만 친구들이랑 노는 모습을 봤어.  확실히 나를 속인 거야.  내일 시험인데, 같이 공부하기로 했는데…  다시는 믿을 수 없어.  수현이가 변했어.  내가 잘못한 건 없는데.
",GEMINI,2,2,3,2,3,3
과잉 일반화,"[여자/17]
---
시험이 끝났는데 망쳤어.  모든 시험이 다 망칠 거 같아.  친구들은 다 잘 봤을 텐데, 나만 낙제할 것 같아.  앞으로도 계속 이럴 거 같아.  결국엔 아무것도 못 할 거야.  다 쓸모없어.
",GEMINI,2,3,2,2,3,2
흑백 사고,"[남자/17]
---
엄마와 또 싸웠다.  내 잘못이지만, 난 늘 쓸모없는 놈 같다.  학교에서도 친구들은 나를 장난감처럼 대한다.  웃어도,  결국 비웃음만 돌아온다.  나는 왜 이렇게 힘든 걸까?  아무것도 잘하는 게 없다.  나는 쓰레기다.
",GEMINI,2,3,2,3,3,3
흑백 사고,"[여자/16세]
---
요리대회 참가 신청서를 냈는데, 성적이 안 좋으면 탈락일 거야.  실력이 부족한 내가 1등을 할 리 없어.  그냥 포기해야겠어.  요리사의 꿈?  이젠 잊어야겠지.  다른 길을 찾아야 해.
",GEMINI,2,3,2,2,3,3
