Cognitive Distortion,Generated Story,Generative Model,Gpt Consistency,Gpt Accuracy,Gpt Fluency,Gemini Consistency,Gemini Accuracy,Gemini Fluency
감정적 추론,"[여자/17세]
---
개학하고 나서 야자까지 해야 해서 학교에 11시까지 있어야 해. 친구들이랑 점심, 저녁을 못 먹게 되면 죽어버릴 것 같아. 전학이라도 가고 싶지만 좀 부담스러워. 도움을 요청할 친구도 없는데 어떡하지?",CLAUDE,3,3,2,2,3,3
부정적 편향,"[여자/17세]
---
평소에는 공부 열심히 하는 편이지만, 요즘엔 그마저도 귀찮아요. 학교와 학원에서의 반복적인 일상이 힘들고 지루해요. 친구들과 즐거운 시간 보내고 싶지만, 여건이 안되서 늘 아쉬워요. 그냥 하루하루 버텨나가는 느낌이에요.",CLAUDE,2,3,3,2,2,3
흑백 사고,"[여자/16세]
---
친구가 내 노래 실력을 칭찬했지만, 그게 모두 거짓이라고 생각했어. 다른 친구들 앞에서 그 말을 하면서 내가 최고라는 걸 보여주고 싶었지만, 이제는 내가 너무 자만했던 것 같아.",CLAUDE,2,2,3,2,3,3
확대와 축소,"[여자/15세]
---
고등학교에 올라가지만, 중학교 때와 같이 공부할 수 없을 것 같아요. 주변에 훨씬 잘하는 친구들이 많고, 어려운 수학 문제도 도저히 못 풀것 같습니다. 이대로라면 내 점수는 평균도 못 될 것 같아 불안하기만 합니다.",CLAUDE,2,3,3,2,2,3
감정적 추론,"[여자/16세]
---
학교에 가기만 하면 온몸이 불편해진다. 다른 애들은 편히 앉아서 수업을 듣는데, 나만 계속 움직여야 해서 고민이다. 혹시 내가 더러운 애로 보일까 걱정돼 친구들도 피하게 된다.",CLAUDE,2,3,3,2,2,2
과잉 일반화,"[여자/15세]
---
입원 후 친구들이 한 번도 찾아오지 않아 실망했어. 이제 그들과 더 이상 가까이 지내기 싫어져. 고등학교에서도 친구가 없을까봐 걱정돼.",CLAUDE,2,2,3,2,3,3
확대와 축소,"[여자/16세]
---
늘 집에만 있어. 할 일이 없어서 웹툰만 보다가 우울해져. 이사 와서 친구도 없고, 부모님께서 계속 싸우셔서 불안하고 두려워. 내가 누군지도 모르겠어. 언제 이런 힘든 상황에서 벗어날 수 있을까?",CLAUDE,3,3,3,2,3,3
개인화,"[여자/16세]
---
최근 내 짝사랑하는 남자가 다른 친구와 더 가까워진 것 같아요. 그 친구가 나를 피하면서 나를 험담하는 것 같아 속상해요. 다시는 이런 일이 일어나지 않았으면 좋겠어요.",CLAUDE,2,3,3,2,2,3
과잉 일반화,"[여자/17세]
---
여자애들이 날 안 좋아하나 봐. 내가 잘해줬는데도 싫어한다니 이해할 수가 없어. 새 학년에 같은 반이 된 애들이 날 못마땅해 할 거 같아 다시 왕따 당할까 봐 걱정돼. 전학갈까 생각해봤지만 어렵다는 걸 알아.",CLAUDE,2,3,3,2,3,2
확대와 축소,"[여자/16세]
---
오늘 친구 생일 축하 약속했는데 늦잠 자버려서 혼자 보내야 했어. 미안한 마음에 전화했지만 친구가 괜찮다고 해줘서 오히려 내가 더 기분 나빠졌어. 이렇게 작은 일로도 잘못됐다고 생각하니 정말 미치겠어.",CLAUDE,2,3,2,2,3,3
성급한 판단,"[여자/16세]
---
옛 친구들이 없어져 혼자 남겨진 것에 대해 너무나 실망했다. 다른 친구들과 친해지려 했지만, 그들은 나와 겹치는 부분이 전혀 없어 보였다. 이대로 학교생활이 힘들어질까 봐 걱정된다.",CLAUDE,3,2,3,2,2,3
감정적 추론,"[여자/16세]
---
친구들이 여전히 화가 나 있는 것 같아요. 내가 잘못한 것은 맞지만 그래도 다시 친해지고 싶어요. 친구들이 계속 냉담하면 내가 나쁜 사람인 것 같아 슬퍼질 것 같아요.",CLAUDE,3,3,3,3,3,3
감정적 추론,"[여자/15세]
---
개학이 얼마 남지 않았네요. 하지만 제가 새로운 반에 배정되어 걱정이에요. 모르는 친구들만 있어서 혼자 어울리기 힘들 것 같아요. 어떻게 하면 좋을까요? 아마 다들 저처럼 어려워하겠죠.",CLAUDE,3,3,3,2,2,3
성급한 판단,"[남자/15세]
---
우리 반에 새로운 학생이 전학 왔어요. 처음에는 그 학생이 나를 무시하는 것 같아 불편했지만, 나중에 알고 보니 그냥 내 생각만 그랬던 거였어요. 다음부터는 섣불리 판단하지 않고 기회를 주어야겠어요.",CLAUDE,3,3,3,2,3,3
개인화,"[여자/15세]
---
작년에 가깝게 지내던 친구들이 다 전학가서 이젠 내가 싫어하는 애들하고만 있게 됐어. 내 곁엔 이제 아무도 없는 것 같아 혼자 외롭고 괴로워.",CLAUDE,3,3,2,2,2,2
확대와 축소,"[여자/17세]
---
특별반 공부에 지쳐가요. 원래 반 친구들은 서로 친하지만, 제가 새로 들어와서 친구가 없어요. 성격도 소심해서 다른 친구들과 어울리기 어려워요. 점점 우울해지고 있어요.",CLAUDE,3,2,3,2,2,3
과잉 일반화,"[여자/17세]
---
친구들이 날 싫어하나 봐. 1학년 때 사귀던 친구도 멀어졌고, 새로운 친구들도 만들지 못했어. 이번에 2학년으로 올라가면 또 어떻게 될지 모르겠어. 혼자 있는 게 불안하고 무서워.",CLAUDE,3,3,3,3,3,3
과잉 일반화,"[여자/16세]
---
오늘도 학교가기 싫어요. 수학 시험도 잘 못 봤고, 친구들도 나를 이해해주지 않아. 앞으로도 이렇게 실패하며 살아갈 것 같아 너무 좌절돼요. 나는 태어나서부터 실패자였나 봐요.",CLAUDE,2,3,3,2,2,2
성급한 판단,"[남자/17세]
---
서울로 전학온 나는 아는 친구가 하나도 없어 불안해진다. 다른 친구들은 모두 잘생겨 보이고 나만 괴리감이 느껴진다. 친구를 사귀기 어려울 것 같아 앞으로의 고등학교 생활이 걱정된다.",CLAUDE,3,2,3,2,2,2
확대와 축소,"[여자/16세]
---
중학교때 친구들이 항상 뒷담화를 했던 게 기억나. 애들이 외모나 복장으로 피해를 주는 게 아니라도 남을 싫어하고 험담하는 걸 보면 정말 짜증났어. 고등학교에선 다행히 남녀분반이라 편한데, 여전히 누군가를 흉보는 소리가 들리면 그냥 모른 척하는 게 좋을 것 같아.",CLAUDE,3,3,3,2,3,3
과잉 일반화,"[여자/17세]
---
우리 반에 새로 전학온 친구가 나보다 더 인기있고 재능있는 것 같아. 이제 반장선거나 전교회장 선거에서도 나보다 당선될 거 같아 너무 걱정돼. 나는 이제 영영 인정받을 수 없을 것 같아.",CLAUDE,3,3,3,2,3,3
성급한 판단,"[여자/15세]
---
새로운 학교에 입학했지만, 반 친구들이 서로 잘 어울리고 있어서 나만 외로워 보인다. 혹시 다가가다가 욕을 들을까 걱정되고, 왕따가 되면 어떡하지 걱정된다.",CLAUDE,3,3,2,2,3,2
감정적 추론,"[여자/15세]
---
항상 걱정만 앞서요. 친구가 나를 배신할까 봐 두려워요. 내 얘기를 누군가에게 들킬까 걱정돼요. 그래도 친구를 무시할 순 없어서 어쩔 수 없이 반응해줘야 했죠. 이런 일이 계속되면 스트레스만 받을 거 같아요.",CLAUDE,3,3,3,2,3,3
과잉 일반화,"[여자/17세]
---
제가 친구가 별로 없어서 항상 혼자 있어요. 다른 애들 보면 여럿이 어울리는데 저는 마음을 열지 못해서 그런 걸까요? 이러다 정말 우울증이라도 걸릴까 봐 걱정돼요.",CLAUDE,3,3,3,3,3,3
과잉 일반화,"[여자/17세]
---
고3이 되어 진로 고민에 빠졌어요. 친구들이 저를 이해해주지 않는 것 같아 점점 그들을 멀리하게 돼요. 이제 혼자서 공부에만 집중하면 그게 내 길일까요?",CLAUDE,2,3,3,2,3,3
과잉 일반화,"[여자/15세]
---
입학 3일차, 친구가 없어 혼자만 겉돌고 있어요. 옆자리 친구들도 이미 서로 알고 지내는데 말걸면 대화가 금방 끝나버려요. 예전에 알던 친구도 새로운 친구들과 지내느라 저만 혼자 남았네요. 어떻게 친구를 사귈 수 있을까요?",CLAUDE,3,3,3,3,3,3
성급한 판단,"[여자/16세]
---
전학 와서 새로운 친구를 만들려고 하지만, 나만 혼자 있는 것 같다. 오랜만에 만난 지인도 늘 바쁘고 다른 일에 신경 쓰는 것 같아 실망스럽다. 내가 잘못했나? 아무도 나를 좋아하지 않는 걸까?",CLAUDE,2,2,3,2,2,3
과잉 일반화,"[여자/17세]
---
고2때부터 친구들이 점점 멀어져가는 느낌이 들어. 중학교 때의 버림받은 감정이 다시 떠올라 불안해지고, 심지어 친구들이 나를 싫어하는 것 같아. 반이 바뀌면서 그들과의 거리감은 더 멀어져 말하기도 싫어졌어.",CLAUDE,3,3,3,2,3,3
감정적 추론,"[여자/15세]
---
친구들은 모두 활발하고 재미있지만, 나는 낯선 상황에서 너무 소심해져 대화를 이어가지 못해. 남자친구도 없고 부끄러워서 눈도 마주치지 못하는 내 모습이 한탄스러워.",CLAUDE,3,3,3,2,3,3
부정적 편향,"[여자/15세]
---
친구는 늘 완벽해 보이고 나와 너무 닮았어. 수업 시간에도 선생님께 잘 보이고, 운동할 때도 나보다 잘해. 언니도 있어서 옷도 다양하게 입을 수 있는데 나는 왜 이렇게 부족할까? 한숨만 나와.",CLAUDE,2,3,3,2,3,3
성급한 판단,"[여자/17세]
---
수업에 집중하다 보면 내용을 다 이해하기 어려울 것 같아. 그래도 노트 빠짐없이 열심히 작성해야겠어. 수업 후 다시 한번 복습해야 겠어. 하지만 막상 집에 와서 복습하기가 귀찮아질 것 같아. 결국 다음 수업 때 또 이해하지 못할 것 같아.",CLAUDE,2,2,2,2,2,2
과잉 일반화,"[여자/15세]
---
새로운 반에 전학 왔는데, 내가 처음 접하는 친구들이 내 행동을 오해하는 것 같아 걱정된다. 이번에도 같은 일이 일어나면 내가 왕따 당할까 봐 두려워진다.",CLAUDE,2,3,3,2,3,3
성급한 판단,"[여자/15세]
---
친구랑 눈이 마주쳤나 봐요. 다른 애가 나한테 그 사실을 알리면 나의 학교생활이 정말 힘들어질 것 같아요. 그 친구도 꽤 인기 있는 애라 나만 힘들 거 같아요.",CLAUDE,2,2,3,2,2,2
성급한 판단,"[여자/15세]
---
우리 반에 내가 잘 알지 못하는 친구들이 많아서 불안해요. 혹시 나랑 친해지고 싶은 친구들이 없을까 봐 걱정돼요. 새로운 반 친구들을 사귈 수 있을지 모르겠네요.",CLAUDE,2,2,3,2,2,3
성급한 판단,"[여자/17세]
---
제가 관심 있는 아동청소년 심리학을 공부하기에는 대학교 선택이 여의치 않을 것 같아요. 부족한 실력으로는 괜찮은 대학에 들어가기 어려울 거라고 생각합니다.",CLAUDE,2,2,3,2,2,3
성급한 판단,"[여자/18세]
---
이렇게 힘든 시기를 보내고 있다니 걱정되네요. 아직 입학도 하지 않았는데 벌써 미래에 대한 불안감에 사로잡혀 있어 보입니다. 앞으로 어떻게 될지는 아무도 모르니, 지금 당장 필요한 일에 집중하는 게 좋을 것 같아요.",CLAUDE,3,3,3,3,2,3
감정적 추론,"[여자/15세]
---
학교에 가면 내 성격탓에 또 짜증받고 괴롭힘당할까봐 두렵다. 친구들이 날 계속 싫어할까 걱정돼. 차라리 죽는게 나을지도 모른다. 그러면 그나마 내가 덜 짐이 될 수 있을 것 같다.",CLAUDE,3,3,2,3,3,2
낙인찍기,"[여자/15세]
---
내가 꼭 욕을 해야 하나. 누군가가 날 화나게 하면, 그냥 때리고 싶어진다. 상대방이 나쁜 짓을 했다면 당연히 내 화도 정당하지 않겠어? 결국 내가 잘못한 건 없다고 생각한다.",CLAUDE,2,2,2,2,2,2
과잉 일반화,"[여자/17세]
---
체육과 예술을 좋아하지만, 주변에 진정한 친구가 없어 늘 외롭습니다. 고등학교에 가서는 더 외톨이가 될 것만 같아 걱정됩니다. 부모님께도 털어놓지 못하고 있습니다.",CLAUDE,3,3,3,3,2,3
감정적 추론,"[여자/15]
---
엄마가 술만 마시면 저를 비난하고 때리셔서 두려워요. 누군가에게 이 상황을 말하고 싶지만, 엄마가 알게 되면 더 큰 피해를 받을 것 같아 꾹참고 있어요. 언제쯤 이 악순환에서 벗어날 수 있을까요?",CLAUDE,3,3,3,3,3,3
감정적 추론,"[여자/17세]
---
친구들이 어울려 다니는 것을 보면 나도 버려진 것 같아. 먼저 다가가기가 어려워서 혼자 있게 되는데, 혹시 다른 친구들이 나를 싫어하는 건 아닐까 걱정돼.",CLAUDE,3,3,3,2,3,3
성급한 판단,"[여자/15세]
---
내 친구가 날 무시하네요. 다른 애들도 내가 매달리는 걸로 생각할까봐 걱정돼요. 어떻게 해야 할지 모르겠어요. 혹시 친구와 멀어질까 봐 두려워요.",CLAUDE,2,2,3,2,2,3
부정적 편향,"[여자/16세]
---
친한 친구들이 모두 나를 피하는 것 같아. 나만 그렇게 행동하는 건지 모르겠어. 이대로 계속 무시당하는 게 두려워.",CLAUDE,2,3,3,2,3,3
흑백 사고,"[여자/15세]
---
우리 반은 너무 싫어. 언제나 나랑 친구들이 무시당하고 험담을 들어야 해. 지금은 그냥 참고 있지만, 머지않아 3학년에 올라가면 그 친구들에게 똑같이 할 거야. 우리가 잘못한 것은 없는데 왜 이렇게 대하는지 이해할 수 없어.",CLAUDE,2,3,2,2,3,2
감정적 추론,"[남자/17세]
---
새로운 학교에 입학했지만, 아는 사람이 없어 혼자 있을 때면 소외감이 커진다. 이러다 보니 학교생활에 적응하기 힘들고 걱정이 크다. 함께 다닐 친구가 없어 더욱 막막한 느낌이다.",CLAUDE,3,3,3,3,3,3
확대와 축소,"[여자/14세]
---
어제 새로운 반에 가입했지만, 너무 많은 새로운 친구들이 두려워요. 혹시 그들이 날 싫어하면 어쩌지? 그래도 다른 선택이 없으니 최선을 다해야 해요. 하지만 혼자 있는 것이 훨씬 편할 것 같아요.",CLAUDE,3,3,3,2,2,3
과잉 일반화,"[여자/16세]
---
친구가 날 무시해. 내가 잘못했나? 이렇게 될 줄은 몰랐어. 이제 이 친구를 어떻게 대해야 할지 모르겠어. 새로운 친구를 사귀기도 어려워 보여. 앞으로 영영 혼자 지내야 하는 걸까?",CLAUDE,2,3,3,2,3,3
낙인찍기,"[여자/15세]
---
엄마는 나를 이해하려 하지 않아. 학교에서도 잘 지내는데 엄마는 항상 내 단점만 지적하시네. 내가 인간 쓰레기인가 싶어 화가 나. 친구들과 놀러 가고 싶지만 엄마는 허락하지 않으시니 괴롭다.",CLAUDE,3,3,3,3,3,2
과잉 일반화,"[여자/17세]
---
내가 고1 때 너무 놀기만 해서 지금 성적이 바닥이야. 다른 학교로 전학가서 1학년으로 다시 시작하는 게 유일한 해결책인 것 같아. 이렇게 실패하면 앞으로도 영원히 실패할 거야.",CLAUDE,2,3,3,2,2,2
확대와 축소,"[여자/15세]
---
시험 영상을 보니 너무 어설프게 나왔어. 말도 엉성하고 웃는 모습도 어색해서 모두가 날 비웃을 거야. 애들 앞에서 이 영상을 틀면 정말 창피할 것 같아. 어떻게 하면 내가 저렇게 못생기게 나오지 않았을까?",CLAUDE,3,3,3,2,3,3
낙인찍기,"[여자/고2]
---
제 자신이 너무 한심해요. 1학년 때 망친 내신 때문에 이제는 꿈도 못 이룰 것 같아요. 공부하고 싶지만 의지력이 부족해서 계속 게을리하고 있어요. 어떻게 해야 할지 모르겠어요.",CLAUDE,3,3,3,2,2,3
감정적 추론,"[여자/16세]
---
특반에 들어간 친구를 보면 열등감에 휩싸입니다. 저도 그 친구만큼 공부를 잘하고 싶지만, 시험에서 늘 떨어지는 것 같아 걱정입니다. 친구가 특반에 들어가면 더 멀어질까 봐 겁이 납니다.",CLAUDE,3,3,3,2,3,3
부정적 편향,"[여자/16세]
---
학교에서 걔랑 붙어다니면 친구들이 날 보고 짜증낸다. 걔가 날 놀리고 다니니까 나도 답답하고 짜증나. 도저히 이런 상황에서 편하게 공부할 수가 없어. 이제는 걔만 보면 답답해서 견딜 수가 없다.",CLAUDE,3,3,3,2,3,2
감정적 추론,"[여자/17세]
---
제가 하루에 8시간씩 공부하려고 해도 집중력이 가지 않아 걱정이에요. 방학이 얼마 남지 않아 이대로 계속 시간 보내면 큰일 날 것 같아 걱정돼요. 아무도 저를 도와줄 사람이 없어 외롭습니다.",CLAUDE,3,3,3,2,2,2
