Cognitive Distortion,Generated Story,Generative Model,Gpt Consistency,Gpt Accuracy,Gpt Fluency,Claude Consistency,Claude Accuracy,Claude Fluency
부정적 편향,"[여자/17세]
---
내가 좋아하는 선배가, 저 쎈 언니랑 사귀는 걸 봤다.  걔는 웃는 모습도 멋있던데,  선배는 왜 저런 애를 좋아할까?  내가 부족한 걸까?  아무도 날 좋아하지 않을 거야.  내 매력은 없는 걸까.  모두 나를 싫어하는 거겠지.
",Gemini,2,3,3,2,3,2
부정적 편향,"[남자/17세]
---
점심시간, 혼자 도시락 먹었다.  걔는 저쪽에서 친구들이랑 웃고 있더라.  내가 먼저 다가가도 소용없을 거야.  어차피 나랑은 안 맞아.  내가 뭘 잘못한 걸까.  아무리 노력해도 소용없는걸까.  결국 혼자라는 생각에 짜증이 났다.
",Gemini,2,3,3,2,3,2
부정적 편향,"[남자/18세]
---
시험 결과가 나왔다. 80점.  잘 본 거 같지만,  틀린 문제만 생각난다.  모두 내 잘못이야.  다른 애들은 다 잘했을 거야.  나는 역시 부족해.  앞으로도 잘 할 수 있을까?  절망스럽다.  나는 실패할 거야.
",Gemini,2,3,2,2,2,3
부정적 편향,"[여자/18]
---
대학 합격 발표가 코앞인데,  떨어질 것 같아 불안해 죽겠다.  모든 게 잘못될 거라는 생각뿐이다.  엄마의 차가운 시선만 떠오르고,  내 노력은 아무것도 아닌 것 같다.  결과가 나쁘면 나는 완전히 실패한 인생일 거야.
",Gemini,2,3,3,2,3,2
부정적 편향,"[여자/17세]
---
선생님의 칭찬은 무시하고, 실수만 생각나.  내 그림은 엉망이었어.  아무도 날 좋아하지 않아.  그림 실력도, 나도, 모두 다 쓸모없어.  다시는 예고에 못 갈 거야.  절망적이야.
",Gemini,2,2,3,2,2,2
부정적 편향,"[여자/17세]
---
친구들이 수능 상담 받는 모습을 보니 불안해졌다.  나만 뒤처지는 것 같고,  내 미래는 암담하게 느껴진다.  열심히 했는데도,  모든 게 헛된 것 같다.  결국 나는 실패할 거야.
",Gemini,2,3,3,2,2,2
부정적 편향,"[여자/17세]
---
시험 망쳤어.  밤새 공부했는데도 겨우 70점.  내 노력은 아무 소용없어.  다 쓸모없는 짓이었어.  결국 나는 실패한 거야.  다른 애들은 다 잘할 텐데… 나는 왜 이렇게 멍청하지?
",Gemini,2,3,3,2,2,2
부정적 편향,"[남자/17]
---
걔는 또 밀쳤어.  내가 뭘 잘못했는지 모르겠어.  항상 나만 괴롭혀.  장난이라지만,  죽을 것 같아.  다른 애들은 다 걔랑 잘 지내는데,  나만 싫어하는 것 같아.  내가 너무 못나서 그런가 봐.  신고해도 소용없을 거야.  아무도 날 안 도와줄 거야.
",Gemini,3,3,3,2,3,2
부정적 편향,"[남자/18세]
---
친구 민수가 또 연락이 없다.  부산에서 힘들다는 말만 남기고.  내가 도와주려 해도 소용없어.  결국, 혼자 힘들어하는 거겠지.  내가 뭘 더 해줄 수 있을까.  아무것도.  모든 게 다 답답하고,  결국엔  민수 혼자 감당해야 할 일이야.
",Gemini,2,2,3,2,3,3
부정적 편향,"[남자/15]
---
또 놀렸어.  수업 내내 그의 웃음소리만 들렸다.  내 대답은 침묵뿐.  다짐했던 주먹은 주머니 속에 묻혔다.  내일은… 아냐, 또 똑같겠지.  결국 난 아무것도 못하는 겁쟁이일 뿐.  모두 다 내 잘못이야.
",Gemini,3,3,3,2,3,2
부정적 편향,"[여자/16세]
---
점심시간, 혼자 도시락 먹었다.  옆 테이블 친구들의 웃음소리만 들렸다.  내 이야기는 끼어들 틈도 없었다.  아무도 나에게 말 걸지 않았다.  내가 재미없어서 그런가.  모두 나를 싫어하는 걸까.  숨 막히는 고독에 휩싸였다.
",Gemini,3,3,3,2,2,3
부정적 편향,"[여자/18세]
---
떨어진 이화여고 합격자 발표만 생각나.  주변에선 일반고 가라 하는데,  내 노력은 헛된 걸까?  다른 학교는 눈에 안 들어와.  나는 실패자야.  미래는 암흑 같아.  다시는 행복할 수 없을 것 같아.
",Gemini,3,3,2,2,3,2
부정적 편향,"[남자/18세]
---
새로운 여자애랑 카톡하다 답장이 늦어지자 바로 연락이 끊겼다.  내가 잘못한 게 분명해.  다시는 연락 안 할 거야. 아무도 날 좋아하지 않아.  다 내 탓이야.  완전히 망했어.
",Gemini,2,3,2,2,3,2
부정적 편향,"[남자/15]
---
방에 혼자 있는데, 숨 막히는 기분이야.  아무도 날 이해 못해.  엄마는 내 얘길 들어주지 않고, 아빠는 무관심해.  내가 뭘 잘못했는지 모르겠어.  모든 게 다 짜증나고, 앞으로도 계속 이럴 것 같아.  희망이 없어.  내가 뭘 해도 소용없을 거야.
",Gemini,2,3,3,2,3,2
부정적 편향,"[여자/15]
---
친구 세 명 중 누가 제일 좋은지 모르겠어.  셋 다 장단점이 너무 많아.  아무리 생각해도  마음에 드는 사람이 없어.  결정을 못 하겠어.  내가 뭘 원하는지도 모르겠고,  결국 누구도 나랑 안 맞을 거야.
",Gemini,2,3,3,2,3,3
부정적 편향,"[여자/15]
---
엄마는 내가 학교를 싫어한다는 걸 아시지만, 그래도 학교에 가라고 하신다.  내가 힘든 건 아무도 신경 쓰지 않아.  모두 나를 무시하는 것 같아.  결국, 난 아무것도 할 수 없어.  자퇴하고 싶어.  그래야만 나 혼자 편해질 거야.
",Gemini,2,3,3,2,3,2
부정적 편향,"[여자/17]
---
고등학교 생활은 지옥이다.  수업시간 내내 괴롭힘만 생각나고, 선생님 칭찬은 무시하고 싶다.  점수가 잘 나와도 기분이 좋아지지 않아.  모든 게 다 끔찍해.  차라리 집에 있는 게 나을 것 같아.
",Gemini,3,3,2,2,3,2
부정적 편향,"[남자/14]
---
점심시간, 급식실에서 밥을 먹다 국물을 쏟았다.  모두가 나를 쳐다보는 것 같았다.  내가 뭘 잘못했는지, 왜 나만 이런 일이 일어나는 건지 모르겠다.  결국 남은 밥도 먹지 못하고 자리에서 일어섰다.  다들 나를 비웃는 것 같아  숨고 싶었다.  이제 학교가 싫어졌다.
",Gemini,2,3,3,2,2,3
부정적 편향,"[여자/17세]
---
선생님 상담 얘기 듣다가 갑자기 불안해졌다.  내가 상담 받아야 할까?  내 고민은 별거 아니라고 생각했는데,  아무도 나를 진짜 이해 못할 것 같아.  결국 혼자 힘들어하는 거겠지.  다들 나를 걱정 안 할 거야.
",Gemini,2,2,3,2,2,2
부정적 편향,"[여자/14]
---
중학교 1년, 혼자 점심 먹는 게 일상이 되었어.  새 학년에도 똑같을 거 같아.  아무도 나랑 놀아주지 않을 거라는 생각뿐이야.  나 혼자만 겉도는 기분이야.  다들 이미 친한 무리니까.  내가 끼어들 틈은 없어.  모두 나를 싫어하는 것 같아.  내가 부족해서 그런 거겠지.
",Gemini,2,3,3,2,2,3
부정적 편향,"[여자/17세]
---
심리 상담이 너무 비싸.  십만 원이나 한다니, 도저히 감당할 수 없어.  아무도 나를 이해해주지 않아.  내 고민은 아무것도 아닌 걸까?  결국 혼자서 끙끙 앓아야겠지.  모든 게 다 망한 것 같아.
",Gemini,2,3,3,2,3,2
부정적 편향,"[여자/18세]
---
시험 성적표를 받았다.  6등급.  모든 게 끝장났다.  대학은 물 건너갔고, 앞으로 내 인생은 망한 거나 마찬가지다.  내 노력은 아무 의미도 없었던 걸까?  다른 애들은 다 잘될 텐데, 나만 왜 이럴까.  미래가 암담하다.
",Gemini,2,3,3,2,2,2
부정적 편향,"[남자/17세]
---
아빠의 폭언이 귓가에 맴돈다.  엄마와의 불화는 모두 내 탓인가.  학원에서 돌아오는 길, 전화 한 통에 모든 게 무너졌다.  내 잘못이 아니라는 걸 알지만,  모든 게 끔찍하고,  앞으로도 계속 이럴 거란 생각에  숨이 막힌다.  나는 쓸모없는 존재다.
",Gemini,3,3,3,2,3,2
부정적 편향,"[여자/17]
---
걔랑 같은 고등학교라니, 끔찍해. 복도에서 마주치면 또 욕할 거고, 친구들한테 나쁜 소문 퍼뜨릴 거잖아.  내가 뭘 잘못했는지도 모르겠는데, 걔만 계속 나를 괴롭혀.  다른 애들도 나를 싫어할까봐 무서워.  학교 생활이 망칠 것 같아.
",Gemini,3,3,3,3,3,3
부정적 편향,"[남자/15세]
---
친구가 내 팔을 건드렸어.  순간 짜릿했지만,  곧 역겨운 느낌이 들었어.  내가 이상한 건가?  다들 나를 싫어할까봐 무서워.  분명 나 때문에 그런 거야.  아무도 나를 좋아하지 않아.
",Gemini,2,2,3,2,2,2
부정적 편향,"[여자/18]
---
미술 실기 시험 결과가 나왔다.  점수는 처참했다.  내 그림 실력은 형편없고, 패션 디자인은 꿈도 못 꿀 거 같다.  모두가 잘하는데 나만 뒤처진 것 같아.  포트폴리오?  유학?  다 소용없어.  나는 실패할 거야.  결국 아무것도 이루지 못할 거다.
",Gemini,2,3,2,2,3,2
부정적 편향,"[여자/17]
---
수업 중 실수로 발표 자료를 떨어뜨렸다.  선생님의 시선과 친구들의 웃음소리가 나를 덮쳤다.  내 쪽으로 향하는 모든 시선이 비난처럼 느껴졌다.  틀림없이 모두 내가 어리석다고 생각할 거야.  완전히 망신살이야.
",Gemini,2,3,3,2,3,3
부정적 편향,"[남자/18세]
---
혼자 여행 계획은 다 망친 것 같아.  아무것도 재밌을 것 같지 않아. 친구랑 가는 여행도,  날씨만 안 좋으면 끝장이야.  결국, 즐거운 추억은 하나도 못 만들 거야.  모든 게 다 엉망이 될 거 같아.  그냥 집에 있는 게 나을 뻔했어.
",Gemini,1,3,2,2,3,2
부정적 편향,"[남자/18세]
---
점심시간, 그녀는 나를 흘끗 봤다. 그냥 쳐다본 건지, 아니면 싫어하는 눈빛인지 알 수 없다.  분명 나를 싫어하는 거야.  내가 뭘 잘못했을까.  다시는 그녀를 보지 말아야겠다.  내 존재 자체가 그녀에게 불편함을 주는 걸까.  모든 게 끔찍해.
",Gemini,2,3,3,2,2,2
부정적 편향,"[여자/17세]
---
엄마 아빠 또 싸우셨다.  집안 가득 차가운 공기만 가득하다.  내 잘못인가?  내가 더 잘했어야 했나?  엄마 표정만 봐도 숨 막히고,  아빠의 무관심도 숨 막힌다.  아무것도 해결되지 않을 것 같아.  모든 게 다 망한 것 같아.
",Gemini,3,3,2,2,3,2
부정적 편향,"[여자/16세]
---
엄마한테 또 혼났다.  내가 잘못한 건 맞지만,  엄마는 늘 나만 탓해.  내가 아무리 노력해도  결국엔 쓸모없는 아이라는 생각뿐이다.  모든 게 다 망한 것 같아.  아무도 날 이해해주지 않아.
",Gemini,2,3,3,2,2,2
부정적 편향,"[여자/15세]
---
친구랑 또 싸웠어. 내가 인기 많은 애들만 잘해줘서 그런가 봐.  다른 애들은 무시했으니까 당연히 싫어하는 거겠지.  화해는 어떻게 해야 할까?  아무도 날 좋아하지 않을 거 같아.  학예회도 망칠 것 같아.  모든 게 끝장인 것 같아.
",Gemini,3,3,3,2,3,2
부정적 편향,"[여자/16세]
---
카톡에선 웃긴 얘기로 웃기고 좋아하는 티 내더니, 학교에선 나만 보면 시선을 피해.  내가 뭔가 잘못한 건가?  분명 나 싫어하는 거야.  다른 애들이랑 웃는 모습만 보여.  짝꿍도 싫어할 것 같아.  내가 너무 답답하고 짜증나.
",Gemini,2,2,3,2,3,2
부정적 편향,"[여자/15세]
---
학교에서 따돌림 당해.  내 욕을 싸이트에 잔뜩 써놨더라고.  신고했는데 무시당하는 기분이야.  아무도 날 이해 못해.  모두 나를 싫어하는 것 같아.  내가 뭘 잘못했는지 모르겠어.  결국 혼자인 거지.
",Gemini,3,3,2,2,2,2
부정적 편향,"[남자/16]
---
선생님이 되려면 어떤 자격증이 필요하지?  내가 뭘 잘못했는지, 뭘 더 해야 하는지 모르겠어.  아무리 노력해도 부족한 것 같아.  결국 선생님은 못 될 거야.  나는 실패할 거야.
",Gemini,1,3,2,2,3,2
부정적 편향,"[여자/17세]
---
수업시간에 실수 하나 했을 뿐인데, 선생님 눈빛이 너무 차가웠어.  내가 뭘 잘못했는지 몰라도, 분명 모두가 나를 비웃고 있을 거야.  아무도 나를 좋아하지 않을 거 같아.  완전히 망했어.
",Gemini,3,3,3,3,3,2
부정적 편향,"[여자/18세]
---
내신 4~5등급.  대학은커녕,  앞으로 내가 뭘 할 수 있을지 막막해.  아무리 노력해도,  결국엔  내가 원하는 대학은 못 갈 거야.  모든 게 다 엉망진창이야.  스튜어디스?  내 성격으론 절대 못 할 거야.  나는 그냥 실패할 운명인가 봐.
",Gemini,2,3,2,2,3,2
부정적 편향,"[남자/18세]
---
시험 결과가 나왔다.  몇 문제 틀린 게 전부인데,  망했다는 생각뿐이다.  다른 건 아무것도 보이지 않아.  앞으로도 계속 이럴 거 같고,  아무것도 잘될 리 없다.  결국 난 실패할 거야.
",Gemini,2,3,2,2,2,2
부정적 편향,"[여자/18세]
---
시험 성적이 망쳤다.  A를 받았지만, 틀린 문제만 생각난다.  다른 애들은 다 잘했을 거야.  내 노력이 부족했던 거겠지.  영어 학원도 등록해야 하나?  유학은 꿈도 못 꿀 것 같다.  모든 게 다 엉망이야.
",Gemini,2,3,3,2,2,3
부정적 편향,"[여자/16세]
---
친구가 또 나를 무시했어.  다른 애들이랑 싸운 것도 내 잘못인가?  내가 뭘 잘못했는지 모르겠어.  아무리 사과해도 소용없어.  모두 나 싫어하는 거 같아.  결국엔 나 혼자가 되는 거야.  다신 친구 못 사귈 거 같아.
",Gemini,3,3,3,2,3,2
부정적 편향,"[여자/16세]
---
어제 엄마랑 영화 보다가 울었어.  내 눈물만 신경 쓰였지, 영화 내용은 하나도 기억 안 나.  휴지 없어서 손으로 닦았더니 눈이 따가워.  괜찮아졌나 싶었는데 또 눈물이 나.  아무래도 내가 너무 예민한가 봐.  다들 나 싫어할 것 같아.
",Gemini,2,3,3,3,3,3
부정적 편향,"[여자/15]
---
짝사랑하는 그 애에게 또 차였다. 내가 부족해서겠지.  다시 고백할 용기는 없다.  내 모든 게 부족해 보인다.  아무도 날 좋아하지 않을 거야.  다시는 고백하지 않겠어.  나는 늘 혼자일 거다.
",Gemini,2,3,3,2,2,2
부정적 편향,"[남자/18세]
---
퇴사 후 바리스타를 꿈꾸지만, 공부를 못했다는 자책감에 휩싸였다.  내가 뭘 할 수 있을까? 아무것도 안 되는 나 자신이 싫다.  다른 사람들은 다 잘될텐데, 나는 왜 이렇게 망했을까. 미래가 보이지 않는다.  결국 아무것도 못 할 거야.
",Gemini,3,3,2,2,3,2
부정적 편향,"[여자/16세]
---
엄마는 내가 친구가 많아야 한다는데,  겉으로만 친한 애들뿐이야.  진짜 속마음을 털어놓는 친구는 없어.  모두가 나를 싫어하는 것 같고,  내가 부족해서 그런 거 같아.  어차피 혼자인 게 편해.  다 쓸데없는 짓이야.
",Gemini,2,3,3,2,3,2
부정적 편향,"[남자/15]
---
선생님이 내 발표 칭찬했지만,  실수했던 부분만 기억나.  다른 애들은 잘하는데 난 왜 이렇게 부족할까.  결국 난 아무것도 못하는 쓸모없는 사람일 거야.  앞으로도 계속 이럴 것 같아.  미래가 두려워.
",Gemini,2,3,2,2,2,2
부정적 편향,"[여자/17]
---
심리학 책을 읽는데,  내가 뭘 잘못했는지 계속 맴돈다.  모든 질문에 완벽하게 답하지 못한 내 모습만 보여.  내 꿈은 망한 거 같고,  결국엔 아무것도 이루지 못할 거야.  나는 실패할 거야.
",Gemini,2,3,3,2,2,2
부정적 편향,"[여자/16세]
---
엄마가 또 늦으셨다. 전화도 안 받고.  분명 또 어딘가에서 즐겁게 놀고 계신 거겠지.  나 혼자 남겨진 이 기분, 아무도 이해 못 할 거야.  내가 엄마한테 짐이 된 것 같아.  신고해야 할까? 하지만, 그럴 필요 없어.  항상 이렇잖아.  괜찮아질 리 없어.
",Gemini,3,3,3,2,3,2
부정적 편향,"[남자/17]
---
학교 상담 선생님과의 상담이 예약됐지만,  내 걱정은 끝나지 않았다.  선생님께서 내 말을 제대로 이해해주실까?  아무리 말해도 소용없을 것 같다.  결국 혼자 남겨질 뿐이다.  모든 게 다 망칠 것만 같다.
",Gemini,2,3,3,2,2,2
부정적 편향,"[여자/17]
---
진로 상담 후, 답답함만 커졌다.  음악치료와 청소년 상담, 둘 다 하고 싶은데,  현실은 너무 멀게만 느껴진다.  내가 선택한 길은 틀렸을까?  모든 게 다 잘못될 것 같다.  상담사가 되는 건 불가능해.  나는 아무것도 할 수 없어.
",Gemini,2,3,3,2,3,2
