Cognitive Distortion,Generated Story,Generative Model,Claude Consistency,Claude Accuracy,Claude Fluency,Gemini Consistency,Gemini Accuracy,Gemini Fluency
성급한 판단,"[여자/12세]  
---  
최근에 부모님께서 대화도 없이 바쁘게 지내요. 아빠가 엄마의 행동에 대해 불평하던 걸 들어서 불안해졌어요. 가족이 계속 떨어지면 어떡하지? 저는 이렇게 지켜보기만 해야 할까요?",GPT,3,3,2,2,2,3
흑백 사고,"[남자/14]  
---  
점심시간에 친구들과 같이 앉아있는데, 내가 못생긴 것 같아 그들과 이야기할 용기가 나지 않았다. 사람들이 나를 어떻게 생각할까 두려워서, 결국 혼자서 식사하게 되었다.",GPT,3,3,2,3,3,3
감정적 추론,"[남자/16]  
---  
학교에서도 집에서도 나를 의심하는 눈빛. 친구들이 나와 대화할 때, 내가 뭔가 잘못했나 생각해. 블로그 활동도 이제는 숨기는 것 같아. 나를 믿지 않는 엄마, 왜 이렇게 불안할까?",GPT,2,3,3,2,2,2
감정적 추론,"[여자/16]  
---  
그에게 고백했지만 차였어요. 그 후로 자꾸 피하는 것 같고, 제가 겁먹은 것 같죠. 대체 제가 뭘 잘못한 걸까요? 여전히 괜찮다고 했는데 가끔 엉뚱하게 느껴져요.",GPT,2,3,2,2,3,3
흑백 사고,"[여자/15]  
---  
혼자 방에 있으면 엄마의 목소리에 머리가 아파요. 학교에서 친구들은 나를 피해가는 것 같고, 나는 아무것도 못하는 것 같아요. 이런 내가 싫고, 내 주변에서 모두 나를 원하지 않는 것 같아 슬퍼요.",GPT,2,3,2,2,2,2
개인화,"[여자/17세]  
---  
선배와의 관계가 소문으로 나버렸어요. 친구가 물어봤는데 그냥 친하다고 했던 게 문제였나? 이제 선배가 나를 어떻게 생각할지 걱정돼서 미칠 것 같아요. 괜히 상처 주고 있는 것 같아요.",GPT,3,3,3,2,3,2
흑백 사고,"[여자/17]  
---  
내 친구들은 이미 꿈을 가지고 열심히 하는데, 나는 대체 무엇을 해야 할지 모르겠어. 공부는 잘하지만 흥미가 없어. 고3이 되니까 더 불안해지고, 답답함이 커져만 간다.",GPT,2,3,3,2,3,3
성급한 판단,"[남자/16세] 
---
어제 친구 집에서 게임하다가 실수로 음료수 쏟았어요. 그 물건이 소중한 거였는데, 다음 날 친구가 나한테 뭐라 할까 걱정돼요. 그간의 우정이 끝나버릴까봐 너무 불안해요.",GPT,2,2,3,2,2,3
긍정 축소화,"[여자/15]  
---  
친구들과 놀 때면 기분이 좋아지지만, 학교에서는 항상 공부를 못하는 기분이 들어요. 중국어는 잘하는데, 그거 외에는 잘하는 게 없다고 느껴져서 불안해요. 내 미래가 어떻게 될지 걱정이에요.",GPT,2,3,2,2,2,3
확대와 축소,"[여자/18]  
---  
하교길, 수업 중 나만 뒤처지는 것 같아 우울함이 몰려온다. 친구들은 잘하는 과목에서 쉽게 성적을 올려가는데, 나는 노력해도 파괴적인 정도로 고통스러워. 이제 포기하고 싶은 심정이야.",GPT,2,3,3,2,2,2
감정적 추론,"[남자/17]  
---  
체육 수업에서 다른 친구들처럼 멋진 점프를 하지 못해 매우 비참해. 키가 작아서 당연히 불리하겠지. 이런 모습으로는 대학도 못 갈 것 같아. 이제는 몸무게 줄이는 것도 무서워.",GPT,2,3,2,2,2,2
개인화,"[여자/17]  
---  
수업 후, 내가 좋아하는 친구에게 다가가니 그 친구가 피곤해 보였다. 괜히 부담을 줄까 걱정되어, 모른 척하는 게 더 낫지 않을까? 이런 생각은 과연 내 욕심일까, 그의 안부를 무시하는 걸까?",GPT,2,3,3,3,2,3
개인화,"[여자/15세]  
---  
부모님과 친구들 사이에서 고민이 많아요. 친구가 다른 친구들과 놀면, 저를 소외시키는 것 같다고 느껴져요. 문자로 오해를 풀고 싶지만, 그런 걸 보내면 더 싫어할까 걱정돼요.",GPT,2,3,3,2,2,3
과잉 일반화,"[여자/16]  
---  
친구 셋과 시내에 갔는데 내가 제외되었어요. 항상 나를 빼놓고 비밀 이야기를 하니까, 나를 싫어하는 것 같아요. 불편한 이 상황을 1년 더 견딜 수 있을지 걱정돼요.",GPT,3,3,2,2,3,3
흑백 사고,"[여자/17]  
---  
친구들 사이에서 항상 외톨이 같아요. 자신감도 없고, 아무도 나를 알아주지 않는 것 같아요. 집에서도 엄마는 무관심하고, 나없이 잘 살 것 같다는 생각이 들어요. 나가버리면 될까?",GPT,2,3,2,2,2,2
감정적 추론,"[여자/17세]  
---  
어젯밤 과제 하느라 새벽 3시까지 깨어 있었어요. 아침에 일어나니 또 피곤하고, 수업에 집중도 안 되고. 알바를 쉬어도 나아지지 않을까 봐 걱정이에요. 왜 이렇게 힘든 걸까요?",GPT,3,2,3,2,2,3
감정적 추론,"[남자/18세]  
---  
최근에 친구가 다치는 걸 보고 나도 갑자기 불안해져요. 매일 밤 꿈에서 내가 위험에 처하고, 무기력하게 아무것도 못하는 것 같아요. 형사가 되고 싶은데, 이렇게 약해져도 괜찮을까요?",GPT,2,3,3,2,3,2
'해야 한다' 진술,"[여자/16]  
---  
친구에게 문자 보냈는데, 답이 없다. 괜히 나한테 무슨 문제가 있나 불안해져. 이럴 때마다 친구들이 나를 싫어하는 건 아닐까 걱정이 커진다. 왜 이렇게 고민이 많을까?",GPT,2,2,2,2,2,3
감정적 추론,"[여자/17]  
---  
도서관 한 켠에서 눈물도 없이 텅 빈 마음을 감추며 공부하고 있었다. 친구들은 모두 웃고 떠들었지만, 나는 그들 옆에서 어떻게 웃어야 할지 모르겠다. 삶의 이유를 찾지 못한 채로 시간만 흘러간다.",GPT,2,3,3,2,3,2
확대와 축소,"[여자/16세]  
---  
수업에 늦었는데, 선생님이 저를 돌아보며 “너 같은 애는 학교에 있을 자격이 없다”고 했어요. 그 한마디에 내가 별로인 사람처럼 느껴졌습니다. 정말 학원 한 번 빠진 것 때문에 이렇게까지?",GPT,2,2,3,2,2,3
과잉 일반화,"[남자/16세]  
---  
체육시간에 친구들이 ""네 팔이 너무 길어서 공을 잘 못 던지겠어""라고 놀렸어요. 그렇게 생각하니 운동도 못하고, 나 혼자만 불리한 것 같아서 우울해지네요. 정말로 나만 이런 걸까요?",GPT,2,2,3,2,2,3
확대와 축소,"[여자/17]  
---  
작년에 친구에게 속마음을 털어놓지 못했어요. 힘든 상황에서 기댈 사람이 없었거든요. 그 후 친구와의 거리가 멀어졌고, 여전히 그때가 후회돼요. 지금도 연락하고 싶지만, 다시 상처받는 게 두려워요.",GPT,2,2,3,2,2,3
성급한 판단,"[여자/13]  
---  
내가 좋아하는 동아리 선배에게 진짜 나를 보여주고 싶어. 하지만 전에 잘못된 말을 한 게 떠올라서 고백하기가 두렵네. 다시 거절당하면 모든 게 끝날 것 같아. 어떻게 해야 할까?",GPT,3,3,2,2,2,3
과잉 일반화,"[남자/15]  
---  
체육시간 축구를 하면서 친구들은 나를 놀린다. 실수할까 봐 두려워 조용히 구석에 서 있고, 그 모습이 초라하다. 다시 왕따가 되진 않을지 불안한 마음에 친구들이 점점 멀어진다. ",GPT,3,3,2,2,3,2
감정적 추론,"[여자/15세]  
---  
수업 중 친구에게 필통을 빌려달라고 했더니, 두 번이나 거절당했어요. 다른 친구들은 항상 편하게 느끼는 것 같은데, 난 매번 마음이 무겁고 불편해요. 이런 내 모습이 너무 싫어요.",GPT,3,3,3,2,3,3
확대와 축소,"[여자/15세]  
---  
혼자 공부하는 날이면 늘 부모님이 무시하는 것 같아 슬퍼. 친구도 가까이 느껴지지 않아 작년 친구들만 의지해. 사람들이 내 존재를 신경도 안 쓰는 것 같아서 정말 우울해. 살 가치가 없는 느낌이야.",GPT,2,3,2,2,2,2
감정적 추론,"[여자/15세]  
---  
학교에선 점점 힘들어지는 기분. 친구들과 함께 있는 것도 좋지만, 스트레스가 가득해. 혼자 있고 싶다는 생각이 자꾸 드네요. 부모님께 혼날까 걱정하면서 학교를 떠났던 날이 또다시 떠올라요.",GPT,3,3,2,2,3,2
낙인찍기,"[여자/15세]  
---  
매일 아침, 엄마의 잔소리와 폭력이 두려워 가출하고 싶어. 친구들 옆에선 밝은 척하지만, 집에선 그렇게 못생긴 내가 싫어. 세상에서 엄마에게 가장 미움받는 것 같아. 진짜로 숨이 막혀.",GPT,3,3,2,2,3,2
감정적 추론,"[여자/11세]  
---  
그녀를 좋아했지만, 친구에게서 ""너 싫어하는 것 같아""라는 말을 듣고 충격받았어요. 모두가 나를 불쌍하게 쳐다보고, 괜히 상처받을까 두렵고, 과거를 잊지 못해 힘들어요.",GPT,3,3,2,2,3,2
성급한 판단,"[여자/16세]  
---  
친구와 약속했지만 연락이 없어 불안해요. 중간에 자존심이 생겨 먼저 연락하기 싫어서 그냥 집에 돌아왔어요. 성탄절 이브에 뭘 할지도 모르겠고, 정말 실망스럽네요. 왜 이렇게 된 걸까요?",GPT,2,3,3,3,2,3
흑백 사고,"[여자/18]  
---  
내가 참석하지 않자 반 친구들이 나를 비난했다. 같은 반인데, 내가 왜 그 친구를 위해 시간을 내야 하지? 결국, 친구들은 모두 나를 미워할 거라며 속상함이 가득했다.",GPT,2,3,2,2,2,2
과잉 일반화,"[남자/17]  
---  
마트에서 친구와 물건을 고르다. 그가 나를 무시한 것처럼 느껴져 심장이 뛰었다. 과거의 상처가 아른거려 다시 혼자이고 싶었다. 왜 이렇게 불안한 걸까? 웃음 소리가 나를 겨냥한 것 같아 불안해.",GPT,3,3,2,2,3,2
부정적 편향,"[여자/15]  
---  
수업 중 친구가 ""너희는 내가 없으면 어쩔 건데?""라고 물었어요. 우린 당황해서 아무 말도 못했죠. 그 후 그 친구가 화장실에 갔는데, 제가 속마음을 다른 친구에게 얘기했어요. 그런데 돌아온 그 친구가 들은 것 같아 후회되네요.",GPT,3,3,2,2,3,3
감정적 추론,"[여자/16세]  
---  
점심시간에 친구들과 웃고 있었어요. 그런데 선배가 갑자기 저보고 웃는 게 이상하다고 하더군요. 나도 모르게 걱정이 되어, 다음에 좋아하는 애 앞에서 웃을까 두렵네요.",GPT,3,3,2,2,3,2
감정적 추론,"[남자/18세]  
---  
학교를 다닐 때 나와는 다른 모습인 친구들 속에서, 나는 항상 외로움과 슬픔에 잠겨있어. 웃고 떠드는 그들 속 내 마음은 타들어가는 것 같아. 이런 날들, 언제 끝날까?",GPT,3,3,2,2,3,2
부정적 편향,"[여자/19세]  
---  
캠퍼스 다니는데, 모든 게 다 예전처럼 재미없어. 과 선택도 흥미가 없어 미리 체념했지. 친구들은 자유로운데, 난 늘 표정이 어두워. 왜 이렇게 태어났는지, 인생의 재미를 모르겠어.",GPT,2,3,2,2,3,2
감정적 추론,"[남자/17]  
---  
집에서 혼자 있을 때, 갑자기 남자랑의 경험에 대해 고민하게 됐어요. 자꾸 이상한 생각이 들면서, 내가 게이가 되는 건 아닐까 두려워요. 이 생각이 내 마음을 무겁게 하네요. 하루가 힘들어요.",GPT,2,3,2,2,3,2
과잉 일반화,"[여자/15세]  
---  
체육시간에 친구들이 서로 쏙쏙 빠져 이야기할 때, 나는 혼자 늘 알려지지 않은 존재인 것 같아 우울해. 이런 일이 반복될까 두려워, 결국 더 피하게 되는 날이 계속돼.",GPT,2,2,3,2,2,2
성급한 판단,"[여자/15세]  
---  
단체 활동 후 친구들이 제 물건을 도둑처럼 의심했어요. 그날 당황해서 못하는 상황이었다고 생각했는데, 이제 친구와의 사이가 안 좋아질까 걱정이에요. 모두 저를 그렇게 생각할까? 정말 속상해요.",GPT,2,2,2,2,2,2
낙인찍기,"[여자/16세]  
---  
학교 가기 전에 동생이 친구들 데리고 와서 불안했어. 매번 친구들에게 내 공간을 빼앗기는 것 같아 큰소리로 화내고 싶지만, 결국은 숨만 쉬게 돼. 마음이 너무 힘들어.",GPT,2,2,2,2,2,2
과잉 일반화,"[여자/15세]  
---  
친구들과 함께 있으면 즐거워야 하는데, 난 항상 외롭다고 느껴. 그들의 웃음소리는 나와는 먼 이야기 같아. 다른 친구들은 서로 의지하는 모습이 부럽고, 왜 나는 이렇게 혼자인 걸까?",GPT,2,2,3,2,2,3
흑백 사고,"[여자/17세]  
---  
식사 시간에 친구들과 있을 때, 늘 불편한 표정을 지으며 대화에 참여하지 못해요. A와 단둘일 땐 잘 지내는데, B와 C가 끼면 A를 싫어하고 저도 너무 힘드네요. 고치고 싶어요.  ",GPT,3,2,2,2,3,2
감정적 추론,"[여자/17세]  
---  
제 생일이 다가오자 더 외롭고 슬퍼집니다. 친구가 나를 기억하는지 불안하고, 생일파티는 꿈도 꿀 수 없네요. 모두가 축하받는 모습이 부럽습니다. 공부는 더욱 귀찮고 마음이 무겁습니다.",GPT,3,3,2,2,3,3
확대와 축소,"[남자/14]  
---  
어제 친구들과 영화 보러 갔어요. 하지만 그 순간, 내가 그냥 없이 혼자 있을까 봐 무서웠어요. 다들 재밌다고 하겠지만, 저는 항상 내가 방해가 될까 걱정했어요. 정말 내가 쓸모없을까?",GPT,2,2,2,2,2,2
과잉 일반화,"[남자/17세]  
---  
수업 중에 농담을 하니 친구들이 웃다가도 불편해하는 것 같아요. 고등학교 들어서 친구들 반응이 이상해요. 이전엔 웃겼는데, 이제는 민망하다고 하네요. 저렇게 생각하는 게 나 혼자뿐일까요?",GPT,2,3,3,2,2,2
감정적 추론,"[여자/15세]  
---  
운동이 끝나고 선생님을 만났어요. 제가 먼저 인사했는데, 선생님은 많이 뒤에 손을 흔들어 주셨어요. ""내가 무시당한 걸까?""라는 생각에 자꾸만 불안해지고, 소심해진 제 모습이 너무 싫어요.",GPT,3,3,2,3,3,2
확대와 축소,"[남자/15세]  
---  
형이 나를 데리고 가기 위해 돈을 써. 하지만 난 친구들과 놀다가 학원에 빠지면서 형이 나를 믿지 못할까 두려워. 자꾸만 생각이 커지고, 나 혼자 어떻게 할지 막막해.",GPT,2,3,2,2,2,2
감정적 추론,"[여자/16]  
---  
학교에서 친구들과의 대화가 어색해진다. 내가 뭘 잘못했는지 모르겠고, 엄마는 또 아빠와 싸우신다. ""엄마가 죽을지도 몰라""라는 말이 계속 떠오른다. 헤어질 이유는 모르지만, 내 마음은 무너진다.",GPT,2,3,3,2,3,3
감정적 추론,"[여자/18]  
---  
가족 생일자리에 나가면 항상 귀찮아진 기분이 들어요. 친척들 앞에서 나를 드러내기 너무 힘들어요. 그들의 시선이 느껴져서 계속 고개 숙이고 있어요. 나도 더 좋아지고 싶어요.",GPT,2,3,2,2,3,2
긍정 축소화,"[여/18] 
---
그 오빠와 대화할 때는 즐거운데, 메시지로는 항상 단답이에요. 서로 잘 어울린다고 하는 친구들이 있지만, 그가 저에게 관심이 있는 걸까요? 부담 때문에 고백도 못 하겠고, 나만 고민하네요.",GPT,2,3,3,2,2,3
과잉 일반화,"[여자/17]  
---  
친구들보다 키가 작아서 걱정이 커요. 매일 거울만 보며 생각해요. “내가 점점 작아지는 건가?” 피해망상을 키우며 자꾸만 우울해져요. 이렇게 계속될까봐 두렵습니다. 살은 찌지 않는데 말이죠.",GPT,2,3,3,2,2,2
'해야 한다' 진술,"[남자/18세]  
---  
부모님이 매일 다투고, 가끔은 내가 짐이 될까 두렵다. 아버지 장례식 다음날 시험이라 고민이다. 친구들에게 말 못 할 것 같은데, 시험을 포기해야 할지도 모른다. 정말 힘들다.",GPT,2,2,2,2,2,2
감정적 추론,"[남자/14]  
---  
지금 공부하는데 부모님의 싸움 소리가 제 귀를 찢어요. 내일 시험인데 집중도 안 되고, 이대로는 망할 것 같아. 불안해서 머리가 터질 것 같아요. 도대체 어떻게 해야 할까요?",GPT,3,3,2,2,3,3
과잉 일반화,"[여자/17]  
---  
내 친구는 항상 반에서 인기 있고, 예쁘고, 성적도 우수해요. 나는 그녀와 비교해 늘 부족하다고 느껴요. 친구들이 나보다 그녀에게 더 크게 관심 가는 것 같아, 점점 더 외로워져 가는 기분이에요.",GPT,2,3,3,2,3,3
흑백 사고,"[여자/17]  
---  
강의실에서 수업을 듣고 있지만, 집중이 되지 않아 머릿속이 하얘져버려요. 친구들이 이야기하는 것조차 부담스러워, 결국 아무것도 못하고 그저 멍하니 시간을 보내고 있어요.",GPT,2,3,3,2,3,3
